Alim_T_out_exp,Alim_T_out_phy,Alim_T_out_hrnn_oof,Ref_T_out_exp,Ref_T_out_phy,Ref_T_out_hrnn_oof,Flux_exp,Flux_phy,Flux_hrnn_oof
33.4887,35.1291668,33.335487365722656,55.8363,54.86720287,55.9882698059082,1.4075,1.368130956,1.4310002326965332
33.4237,34.98746265,33.18737030029297,56.0092,54.85814728,56.002986907958984,1.4288,1.376794256,1.4376463890075684
33.6627,35.25413909,33.461673736572266,56.0744,54.93088563,56.03169631958008,1.4075,1.364961288,1.428647756576538
34.0641,36.16073869,34.0169563293457,64.7119,63.64555128,64.52619934082031,2.0988,2.004611576,1.8004565238952637
34.2121,36.30626093,34.16294479370117,64.7208,63.66766071,64.50542449951172,2.0487,1.998075621,1.7989165782928467
34.3609,36.431598,34.28786087036133,64.8056,63.73537183,64.53711700439453,2.0052,1.996374393,1.79829740524292
33.3564,34.89368045,33.248172760009766,66.112,65.33433328,65.49148559570312,1.3868,1.381707961,1.4062937498092651
33.1354,34.60677149,32.96797561645508,66.0814,65.22227672,65.43806457519531,1.3668,1.38715286,1.4134867191314697
33.3162,34.86044924,33.215126037597656,66.0898,65.30870243,65.47169494628906,1.3848,1.382099535,1.40745210647583
34.339,36.4364716,34.30026626586914,64.7182,63.72216188,64.51903533935547,2.0052,1.996656313,1.7964880466461182
34.4295,36.35810091,34.221221923828125,64.7837,63.71163744,64.53160858154297,2.0052,1.999782852,1.7977365255355835
34.3078,36.28490012,34.14875030517578,64.7561,63.66763336,64.50907897949219,2.0487,2.000663338,1.797731637954712
34.3692,35.96340577,34.14112854003906,55.0317,54.05987679,55.63325500488281,1.0843,1.069725352,1.1914477348327637
34.3832,35.95915417,34.13817596435547,55.018,54.07085723,55.64091110229492,1.123,1.070394655,1.190712571144104
34.3098,35.87807259,34.053104400634766,55.0008,54.05483261,55.63400650024414,1.123,1.073421357,1.1930911540985107
33.3257,34.52011259,33.15673828125,55.9979,55.56729861,56.334007263183594,0.857,0.7491043823,0.8374068737030029
