Alim_T_out_exp,Alim_T_out_phy,Alim_T_out_hrnn_oof,Ref_T_out_exp,Ref_T_out_phy,Ref_T_out_hrnn_oof,Flux_exp,Flux_phy,Flux_hrnn_oof
33.7657,35.63665935,33.77824783325195,60.2597,59.23008931,60.53297424316406,1.654,1.681303583,1.7105374336242676
33.8489,35.74716866,33.904293060302734,60.2461,59.22001404,60.4771728515625,1.654,1.673495992,1.70661199092865
32.743,34.22692946,32.59763717651367,61.2205,60.66483253,61.473716735839844,1.1504,1.164548817,1.0926284790039062
32.9853,34.46951389,32.82965850830078,61.2283,60.71410934,61.426483154296875,1.1365,1.15839993,1.0903699398040771
32.874,34.3154859,32.681610107421875,61.2422,60.68542786,61.458221435546875,1.123,1.16194643,1.0912926197052002
32.1568,34.27469687,32.19447326660156,61.9238,60.75913098,62.463157653808594,1.6835,1.647194055,1.6708214282989502
32.0083,34.14815323,32.05426025390625,61.8653,60.71685148,62.44454574584961,1.6835,1.649771479,1.6741218566894531
31.9878,34.13027436,32.02827453613281,61.8571,60.71668495,62.442527770996094,1.6865,1.648707037,1.6747775077819824
35.0677,36.68472164,34.886024475097656,64.2703,63.40108006,64.48555755615234,1.4734,1.790379386,1.556230068206787
34.8792,36.52151011,34.67919158935547,64.2502,63.35795179,64.57190704345703,1.4508,1.791303963,1.5515072345733643
34.9075,36.58941413,34.75642013549805,64.2326,63.34887058,64.62455749511719,1.4288,1.777690666,1.5275893211364746
34.1742,35.48282578,34.24751281738281,55.4281,54.62498974,54.74894332885742,0.916,1.187844722,1.042056679725647
34.0578,35.39345019,34.140541076660156,55.4348,54.63064332,54.77873229980469,0.9152,1.197727563,1.0516765117645264
34.0134,35.35185012,34.103946685791016,55.406,54.59056192,54.7674560546875,0.9152,1.193352523,1.0397111177444458
33.9291,35.11349513,33.570377349853516,65.1912,64.83802275,65.37448120117188,0.8343,1.177714606,0.8706546425819397
