family,scoring,selection_target,selection_metric,selection_rule,best_overall_mean_test_score,threshold_1se_score_space,selected_is_within_1se,selected_score_minus_threshold,best_score_mean_test,best_std_test,best_mean_train,gap_train_minus_test_score_space,rmse_cv_Flux,rmse_train_Flux,gap_rmse_Flux,complexity,best_params,gap_filter_tol,use_gap_filter,r2_Alim_T_out,r2_Ref_T_out,r2_Flux,rmse_Alim_T_out,rmse_Ref_T_out,rmse_Flux,rank_by_score_space,rank_by_flux_rmse
KerasMLP_BaselineSearch,neg_rmse_true_target_Flux,Flux,RMSE,1SE_mincomplexity_on_Flux,-0.08523758740735525,-0.10349634179085068,True,0.0008054130481247174,-0.10269092874272596,0.04221145955445657,-0.05280195416520241,0.04988897457752355,0.10269092874272596,0.05280195416520241,0.04988897457752355,128.1,"{'model__model__optimizer': 'adam', 'model__model__n_targets': 3, 'model__model__n_features': 5, 'model__model__loss': 'huber', 'model__model__learning_rate': 0.001, 'model__model__l2': 1e-05, 'model__model__huber_delta': 1.0, 'model__model__hidden_layer_sizes': (128,), 'model__model__activation': 'relu', 'model__fit__verbose': 0, 'model__fit__validation_split': 0.2, 'model__fit__shuffle': True, 'model__epochs': 200, 'model__batch_size': 64}",0.02,False,0.9535683863806201,0.9182758463321875,0.936030327730069,0.2840093904203321,1.1132865994853989,0.10262459634259861,1,1
